Date,F_M - A,F_M - B,Sludge Age - A,Sludge Age - B
29/06/2014 7:00,0.24,0.25,2.85,1.99
30/06/2014 7:00,0.25,0.28,2.84,1.99
01/07/2014 7:00,0.23,0.24,3.93,2.69
02/07/2014 7:00,0.27,0.27,2.97,1.83
03/07/2014 7:00,,,3.11,2.11
04/07/2014 7:00,0.27,0.26,2.55,1.97
05/07/2014 7:00,0.19,0.20,2.81,2.51
06/07/2014 7:00,0.23,0.26,3.03,2.38
07/07/2014 7:00,0.22,0.23,2.96,2.39
08/07/2014 7:00,0.22,0.24,2.78,2.13
09/07/2014 7:00,0.21,0.23,3.07,2.26
10/07/2014 7:00,,,3.47,2.34
11/07/2014 7:00,0.25,0.24,3.15,2.26
12/07/2014 7:00,0.20,0.21,3.11,2.41
13/07/2014 7:00,0.23,0.23,3.08,2.42
14/07/2014 7:00,0.23,0.26,3.36,2.70
15/07/2014 7:00,0.23,0.23,2.92,2.14
16/07/2014 7:00,0.25,0.24,3.18,2.31
17/07/2014 7:00,,,3.50,2.43
18/07/2014 7:00,,,2.99,2.49
19/07/2014 7:00,,,2.96,2.63
20/07/2014 7:00,0.25,0.26,3.08,2.28
21/07/2014 7:00,0.25,0.25,3.23,2.33
22/07/2014 7:00,0.30,0.28,2.54,2.38
23/07/2014 7:00,0.25,0.25,4.44,2.36
24/07/2014 7:00,,,3.47,2.61
25/07/2014 7:00,0.25,0.24,3.10,2.30
26/07/2014 7:00,0.18,0.19,3.48,2.38
27/07/2014 7:00,0.26,0.26,3.95,2.24
28/07/2014 7:00,0.22,0.22,3.24,2.31
29/07/2014 7:00,0.23,0.23,3.05,2.36
30/07/2014 7:00,0.24,0.24,3.16,2.21
31/07/2014 7:00,,,3.39,2.38
01/08/2014 7:00,0.26,0.25,2.87,2.36
02/08/2014 7:00,0.19,0.19,3.20,2.79
03/08/2014 7:00,0.25,0.24,3.33,2.55
04/08/2014 7:00,0.25,0.24,3.14,2.24
05/08/2014 7:00,0.22,0.21,3.61,2.98
06/08/2014 7:00,0.28,0.26,3.31,2.79
07/08/2014 7:00,,,3.84,3.32
08/08/2014 7:00,0.25,0.23,3.12,3.40
09/08/2014 7:00,0.18,0.17,3.24,2.96
10/08/2014 7:00,0.21,0.22,3.32,2.82
11/08/2014 7:00,0.23,0.25,3.42,2.76
12/08/2014 7:00,0.23,0.25,3.48,2.76
13/08/2014 7:00,,,3.63,3.12
14/08/2014 7:00,,,3.64,3.23
15/08/2014 7:00,0.23,0.23,3.24,2.79
16/08/2014 7:00,0.16,0.16,3.75,3.45
17/08/2014 7:00,0.22,0.22,3.08,2.99
18/08/2014 7:00,0.24,0.24,3.37,2.87
19/08/2014 7:00,0.22,0.24,3.40,3.75
20/08/2014 7:00,0.22,0.23,3.19,3.28
21/08/2014 7:00,,,3.60,2.89
22/08/2014 7:00,0.21,0.23,3.75,2.98
23/08/2014 7:00,0.17,0.19,3.61,3.78
24/08/2014 7:00,,,3.54,2.96
25/08/2014 7:00,0.21,0.24,3.49,3.16
26/08/2014 7:00,0.21,0.23,3.48,2.84
27/08/2014 7:00,0.22,0.23,3.30,2.75
28/08/2014 7:00,,,3.64,3.05
29/08/2014 7:00,,,3.21,2.55
30/08/2014 7:00,,,3.30,3.30
31/08/2014 7:00,0.24,0.24,3.54,2.99
01/09/2014 7:00,0.20,0.20,3.42,3.06
02/09/2014 7:00,0.20,0.20,3.19,3.12
03/09/2014 7:00,0.21,0.21,4.58,2.86
04/09/2014 7:00,,,3.86,3.03
05/09/2014 7:00,0.18,0.19,4.99,3.04
06/09/2014 7:00,0.18,0.18,3.77,3.22
07/09/2014 7:00,0.19,0.19,3.89,3.20
08/09/2014 7:00,0.20,0.21,3.15,2.77
09/09/2014 7:00,0.22,0.23,3.67,2.64
10/09/2014 7:00,0.23,0.23,3.56,2.98
11/09/2014 7:00,,,3.97,2.89
12/09/2014 7:00,0.25,0.23,2.94,3.04
13/09/2014 7:00,0.18,0.18,3.15,3.30
14/09/2014 7:00,0.24,0.22,3.58,3.29
15/09/2014 7:00,0.22,0.21,4.17,3.14
16/09/2014 7:00,0.25,0.22,3.52,3.13
17/09/2014 7:00,0.26,0.24,2.78,3.51
18/09/2014 7:00,,,3.81,3.29
19/09/2014 7:00,0.40,0.35,3.32,3.20
20/09/2014 7:00,0.20,0.19,3.50,3.32
21/09/2014 7:00,0.26,0.24,3.45,2.99
22/09/2014 7:00,0.23,0.19,3.34,3.01
23/09/2014 7:00,,,3.31,3.32
24/09/2014 7:00,,,3.97,3.40
25/09/2014 7:00,,,4.18,3.57
26/09/2014 7:00,0.18,0.17,4.52,4.03
27/09/2014 7:00,0.21,0.19,4.31,3.58
28/09/2014 7:00,0.24,0.22,3.02,2.98
29/09/2014 7:00,0.24,0.23,3.23,3.14
30/09/2014 7:00,0.24,0.23,4.87,3.11
01/10/2014 7:00,0.21,0.21,3.87,3.33
02/10/2014 7:00,,,3.98,3.22
03/10/2014 7:00,0.22,0.24,6.65,6.12
04/10/2014 7:00,0.11,0.12,4.71,7.43
05/10/2014 7:00,,,3.85,3.02
06/10/2014 7:00,0.21,0.21,4.05,2.97
07/10/2014 7:00,,,3.88,3.15
08/10/2014 7:00,,,3.72,2.94
09/10/2014 7:00,,,4.06,3.59
10/10/2014 7:00,,,4.03,3.30
11/10/2014 7:00,0.19,0.20,4.01,3.32
12/10/2014 7:00,0.22,0.25,3.65,3.43
13/10/2014 7:00,0.22,0.24,3.85,3.24
14/10/2014 7:00,,,4.99,3.46
15/10/2014 7:00,,,4.25,3.46
16/10/2014 7:00,,,4.31,3.93
17/10/2014 7:00,0.23,0.24,4.21,3.32
18/10/2014 7:00,0.18,0.21,4.77,4.11
19/10/2014 7:00,0.24,0.26,3.67,3.02
20/10/2014 7:00,0.19,0.21,3.52,3.32
21/10/2014 7:00,0.21,0.23,3.30,3.38
22/10/2014 7:00,0.20,0.23,3.61,3.10
23/10/2014 7:00,,,5.03,3.42
24/10/2014 7:00,0.22,0.24,4.19,3.23
25/10/2014 7:00,0.16,0.17,4.96,4.24
26/10/2014 7:00,0.21,0.22,4.05,3.58
27/10/2014 7:00,0.20,0.21,3.24,2.73
28/10/2014 7:00,0.21,0.21,3.17,3.48
29/10/2014 7:00,0.23,0.23,3.09,2.80
30/10/2014 7:00,,,5.01,2.94
31/10/2014 7:00,0.25,0.24,3.19,2.86
01/11/2014 7:00,0.16,0.17,3.91,3.16
02/11/2014 7:00,0.19,0.24,3.74,2.80
03/11/2014 7:00,0.23,0.27,3.19,2.81
04/11/2014 7:00,0.23,0.25,3.88,2.40
05/11/2014 7:00,0.24,0.23,3.04,2.61
06/11/2014 7:00,,,4.09,2.89
07/11/2014 7:00,0.29,0.21,3.37,3.02
08/11/2014 7:00,0.23,0.25,3.18,3.08
09/11/2014 7:00,0.23,0.29,3.26,2.83
10/11/2014 7:00,,,3.29,3.36
11/11/2014 7:00,0.29,0.26,2.97,3.42
12/11/2014 7:00,0.22,0.23,3.57,2.90
13/11/2014 7:00,,,3.67,3.14
14/11/2014 7:00,,,3.18,3.88
15/11/2014 7:00,0.23,0.30,3.24,2.88
16/11/2014 7:00,0.27,0.20,2.74,2.47
17/11/2014 7:00,0.21,0.21,3.82,3.14
18/11/2014 7:00,0.22,0.20,3.57,3.32
19/11/2014 7:00,0.22,0.24,3.48,3.61
20/11/2014 7:00,,,4.06,3.53
21/11/2014 7:00,0.24,0.23,4.18,3.50
22/11/2014 7:00,0.22,0.24,3.39,3.55
23/11/2014 7:00,0.27,0.20,2.79,3.31
24/11/2014 7:00,0.24,0.29,3.42,3.49
25/11/2014 7:00,0.25,0.29,2.82,2.98
26/11/2014 7:00,0.22,0.21,3.03,2.44
27/11/2014 7:00,,,3.62,2.68
28/11/2014 7:00,0.20,0.24,3.50,2.54
29/11/2014 7:00,0.19,0.25,3.67,3.20
30/11/2014 7:00,0.22,0.23,3.04,3.63
01/12/2014 7:00,0.20,0.22,3.41,3.35
02/12/2014 7:00,0.23,0.24,3.23,3.53
03/12/2014 7:00,,,3.57,3.37
04/12/2014 7:00,,,4.21,3.70
05/12/2014 7:00,0.25,0.24,3.14,3.72
06/12/2014 7:00,0.20,0.24,3.58,3.59
07/12/2014 7:00,0.24,0.24,3.39,3.33
08/12/2014 7:00,0.20,0.21,3.70,3.41
09/12/2014 7:00,0.20,0.21,3.44,3.53
10/12/2014 7:00,0.24,0.25,3.09,3.20
11/12/2014 7:00,,,3.35,3.21
12/12/2014 7:00,0.31,0.28,2.85,3.50
13/12/2014 7:00,0.22,0.19,3.32,3.34
14/12/2014 7:00,0.27,0.26,2.93,2.58
15/12/2014 7:00,0.21,0.25,3.67,2.99
16/12/2014 7:00,0.20,0.26,3.47,2.79
17/12/2014 7:00,0.27,0.31,3.23,2.91
18/12/2014 7:00,,,3.58,3.57
19/12/2014 7:00,0.26,0.25,3.02,3.26
20/12/2014 7:00,0.21,0.20,3.33,3.76
21/12/2014 7:00,0.23,0.25,3.01,3.18
22/12/2014 7:00,0.26,0.25,3.29,3.03
23/12/2014 7:00,0.23,0.23,3.21,2.95
24/12/2014 7:00,0.24,0.24,3.11,3.01
25/12/2014 7:00,,,3.16,2.76
26/12/2014 7:00,0.24,0.25,3.08,3.35
27/12/2014 7:00,0.20,0.18,3.62,3.36
28/12/2014 7:00,0.24,0.24,3.36,2.92
29/12/2014 7:00,0.23,0.23,2.90,3.04
30/12/2014 7:00,0.24,0.24,2.96,3.11
31/12/2014 7:00,0.25,0.25,2.80,2.85
01/01/2015 7:00,,,3.02,1.87
02/01/2015 7:00,0.23,0.23,2.20,2.74
03/01/2015 7:00,0.23,0.25,3.37,2.66
04/01/2015 7:00,0.27,0.25,2.87,2.64
05/01/2015 7:00,0.23,0.23,3.56,3.65
06/01/2015 7:00,0.25,0.24,3.51,3.52
07/01/2015 7:00,0.30,0.23,3.30,2.96
08/01/2015 7:00,,,3.32,3.51
09/01/2015 7:00,,,3.11,3.17
10/01/2015 7:00,,,3.93,2.98
11/01/2015 7:00,,,2.98,3.43
12/01/2015 7:00,0.25,0.27,3.70,3.49
13/01/2015 7:00,,,3.62,3.14
14/01/2015 7:00,0.18,0.20,4.03,3.20
15/01/2015 7:00,,,4.09,3.15
16/01/2015 7:00,,,2.90,1.83
17/01/2015 7:00,,,3.32,3.22
18/01/2015 7:00,0.26,0.26,3.05,3.18
19/01/2015 7:00,0.19,0.24,3.71,3.03
20/01/2015 7:00,0.20,0.20,3.84,3.47
21/01/2015 7:00,0.26,0.22,3.38,3.45
22/01/2015 7:00,,,4.01,3.26
23/01/2015 7:00,0.22,0.18,3.30,3.20
24/01/2015 7:00,0.19,0.21,4.17,3.81
25/01/2015 7:00,0.21,0.21,3.71,3.66
26/01/2015 7:00,0.20,0.22,3.91,3.28
27/01/2015 7:00,0.21,0.24,4.00,2.88
28/01/2015 7:00,0.22,0.21,3.74,3.15
29/01/2015 7:00,,,4.93,3.35
30/01/2015 7:00,0.25,0.24,3.37,3.22
31/01/2015 7:00,0.20,0.20,3.58,3.25
01/02/2015 7:00,0.16,0.14,3.43,3.27
02/02/2015 7:00,0.21,0.21,3.33,3.12
03/02/2015 7:00,0.26,0.22,3.21,2.40
04/02/2015 7:00,0.27,0.22,3.17,2.39
05/02/2015 7:00,,,3.48,2.04
06/02/2015 7:00,0.29,0.40,5.38,1.73
07/02/2015 7:00,0.20,0.24,3.97,2.77
08/02/2015 7:00,0.24,0.30,3.65,2.59
09/02/2015 7:00,0.25,0.29,3.36,2.51
10/02/2015 7:00,0.20,0.25,3.78,2.38
11/02/2015 7:00,0.22,0.24,3.43,2.70
12/02/2015 7:00,,,3.60,3.42
13/02/2015 7:00,0.33,0.31,2.74,2.50
14/02/2015 7:00,0.23,0.20,2.81,2.53
15/02/2015 7:00,0.26,0.24,2.90,2.74
16/02/2015 7:00,0.20,0.19,3.53,2.45
17/02/2015 7:00,0.21,0.19,3.17,3.19
18/02/2015 7:00,0.23,0.23,3.23,2.49
19/02/2015 7:00,,,3.63,2.96
20/02/2015 7:00,0.29,0.24,2.76,2.53
21/02/2015 7:00,0.23,0.21,3.03,2.64
22/02/2015 7:00,0.22,0.25,3.43,2.69
23/02/2015 7:00,0.20,0.23,3.77,2.88
24/02/2015 7:00,0.20,0.23,4.11,2.80
25/02/2015 7:00,0.24,0.24,3.49,2.93
26/02/2015 7:00,,,3.85,2.77
27/02/2015 7:00,0.32,0.31,3.39,2.76
28/02/2015 7:00,0.19,0.22,4.01,3.22
01/03/2015 7:00,0.21,0.25,3.98,2.69
02/03/2015 7:00,0.26,0.26,3.70,2.55
03/03/2015 7:00,0.21,0.25,3.52,2.97
04/03/2015 7:00,0.35,0.39,3.37,2.70
05/03/2015 7:00,,,3.42,2.86
06/03/2015 7:00,0.27,0.28,3.34,2.72
07/03/2015 7:00,0.21,0.21,3.54,3.19
08/03/2015 7:00,0.26,0.31,3.28,2.66
09/03/2015 7:00,0.25,0.27,3.56,2.86
10/03/2015 7:00,0.22,0.24,3.31,2.71
11/03/2015 7:00,0.23,0.22,3.36,3.02
12/03/2015 7:00,,,3.04,2.88
13/03/2015 7:00,0.25,0.29,3.54,2.69
14/03/2015 7:00,0.20,0.23,3.71,3.02
15/03/2015 7:00,0.26,0.31,3.37,2.31
16/03/2015 7:00,0.26,0.30,3.37,2.72
17/03/2015 7:00,0.30,0.31,3.43,2.74
18/03/2015 7:00,0.27,0.30,3.53,2.74
19/03/2015 7:00,,,3.34,2.44
20/03/2015 7:00,,,3.31,2.50
21/03/2015 7:00,,,3.40,2.76
22/03/2015 7:00,,,3.53,2.78
23/03/2015 7:00,0.23,0.27,3.66,2.83
24/03/2015 7:00,0.23,0.27,3.65,2.81
25/03/2015 7:00,0.25,0.28,3.21,2.73
26/03/2015 7:00,,,4.14,2.88
27/03/2015 7:00,0.28,0.29,3.03,2.75
28/03/2015 7:00,0.25,0.24,3.60,4.29
29/03/2015 7:00,0.26,0.29,3.07,2.61
30/03/2015 7:00,0.22,0.24,3.09,2.63
31/03/2015 7:00,0.22,0.22,3.15,3.01
01/04/2015 7:00,0.26,0.28,2.90,2.78
02/04/2015 7:00,,,3.02,2.88
03/04/2015 7:00,,,2.84,2.49
04/04/2015 7:00,0.17,0.21,3.53,2.89
05/04/2015 7:00,0.22,0.28,3.22,2.99
06/04/2015 7:00,0.21,0.20,3.30,2.70
07/04/2015 7:00,0.23,0.23,2.95,2.48
08/04/2015 7:00,,,3.70,2.89
09/04/2015 7:00,,,3.53,2.60
10/04/2015 7:00,0.20,0.23,3.30,3.01
11/04/2015 7:00,0.28,0.25,2.52,2.56
12/04/2015 7:00,0.28,0.26,2.89,2.80
13/04/2015 7:00,0.20,0.25,3.64,2.84
14/04/2015 7:00,0.19,0.23,3.50,2.89
15/04/2015 7:00,0.21,0.23,3.61,2.60
16/04/2015 7:00,,,3.29,2.35
17/04/2015 7:00,0.26,0.28,2.92,2.19
18/04/2015 7:00,0.14,0.17,3.52,2.60
19/04/2015 7:00,0.27,0.31,3.41,2.44
20/04/2015 7:00,0.24,0.31,3.36,2.56
21/04/2015 7:00,,,3.29,2.42
22/04/2015 7:00,,,4.25,2.12
23/04/2015 7:00,,,2.91,2.48
24/04/2015 7:00,,,3.27,2.41
25/04/2015 7:00,,,3.54,2.79
26/04/2015 7:00,,,3.30,2.54
27/04/2015 7:00,0.25,0.25,3.58,2.76
28/04/2015 7:00,0.21,0.21,3.23,2.53
29/04/2015 7:00,0.25,0.25,3.48,2.58
30/04/2015 7:00,,,3.39,2.83
01/05/2015 7:00,0.25,0.25,3.16,3.07
02/05/2015 7:00,0.18,0.22,3.60,3.02
03/05/2015 7:00,0.24,0.27,3.08,2.57
04/05/2015 7:00,0.24,0.24,3.06,2.67
05/05/2015 7:00,0.23,0.25,3.47,2.50
06/05/2015 7:00,0.22,0.26,2.95,2.68
07/05/2015 7:00,,,3.27,2.59
08/05/2015 7:00,0.29,0.28,3.06,2.62
09/05/2015 7:00,0.21,0.24,3.61,2.70
10/05/2015 7:00,0.25,0.26,3.49,2.83
11/05/2015 7:00,0.25,0.27,3.10,2.96
12/05/2015 7:00,0.26,0.28,3.36,2.60
13/05/2015 7:00,0.23,0.25,3.29,2.64
14/05/2015 7:00,,,3.22,2.68
15/05/2015 7:00,0.25,0.26,3.56,2.71
16/05/2015 7:00,0.17,0.33,3.96,2.86
17/05/2015 7:00,0.19,0.24,4.58,2.88
18/05/2015 7:00,0.21,0.26,3.90,2.74
19/05/2015 7:00,0.22,0.25,3.33,2.42
20/05/2015 7:00,0.24,0.28,3.45,2.96
21/05/2015 7:00,,,3.73,2.73
22/05/2015 7:00,,,3.07,2.34
23/05/2015 7:00,,,3.59,3.08
24/05/2015 7:00,0.20,0.21,3.84,2.95
25/05/2015 7:00,0.25,0.27,3.44,2.65
26/05/2015 7:00,0.23,0.23,3.42,2.61
27/05/2015 7:00,0.24,0.26,3.47,2.65
28/05/2015 7:00,,,2.90,2.87
29/05/2015 7:00,0.27,0.26,2.74,2.38
30/05/2015 7:00,0.19,0.20,3.17,2.83
31/05/2015 7:00,0.25,0.27,3.34,2.62
01/06/2015 7:00,0.23,0.24,3.11,2.51
02/06/2015 7:00,0.23,0.23,3.18,2.94
03/06/2015 7:00,0.25,0.24,3.83,2.79
04/06/2015 7:00,,,3.76,2.19
05/06/2015 7:00,0.34,0.26,3.07,2.32
06/06/2015 7:00,0.26,0.20,3.14,2.88
07/06/2015 7:00,0.30,0.25,2.57,2.65
08/06/2015 7:00,0.25,0.23,2.59,2.88
09/06/2015 7:00,0.34,0.32,3.27,2.47
10/06/2015 7:00,0.31,0.28,3.25,2.99
11/06/2015 7:00,,,2.57,2.85
12/06/2015 7:00,0.26,0.27,3.46,2.73
13/06/2015 7:00,0.18,0.19,3.83,2.98
14/06/2015 7:00,0.22,0.23,3.97,3.13
15/06/2015 7:00,0.20,0.20,3.09,2.89
16/06/2015 7:00,0.21,0.21,3.36,3.06
17/06/2015 7:00,0.21,0.20,3.17,2.78
18/06/2015 7:00,,,3.22,2.86
19/06/2015 7:00,0.28,0.29,3.25,2.59
20/06/2015 7:00,0.16,0.18,3.73,3.42
21/06/2015 7:00,0.26,0.27,3.35,2.80
22/06/2015 7:00,0.23,0.25,3.48,3.03
23/06/2015 7:00,0.22,0.22,3.33,3.05
24/06/2015 7:00,0.19,0.20,3.12,2.98
25/06/2015 7:00,,,3.91,2.60
26/06/2015 7:00,0.23,0.19,2.67,2.87
27/06/2015 7:00,0.18,0.18,3.16,3.18
28/06/2015 7:00,0.26,0.24,3.00,2.80
29/06/2015 7:00,0.26,0.24,2.74,2.98
30/06/2015 7:00,0.23,0.22,3.23,2.71
01/07/2015 7:00,0.24,0.25,2.97,2.64
02/07/2015 7:00,,,5.68,2.64
03/07/2015 7:00,0.26,0.23,2.82,2.53
04/07/2015 7:00,0.20,0.19,3.45,2.72
05/07/2015 7:00,0.26,0.24,3.27,2.72
06/07/2015 7:00,0.22,0.21,3.52,2.67
07/07/2015 7:00,0.26,0.26,3.23,2.53
08/07/2015 7:00,0.28,0.25,2.81,2.71
09/07/2015 7:00,,,3.45,2.88
10/07/2015 7:00,0.27,0.25,2.94,2.72
11/07/2015 7:00,0.22,0.22,3.36,2.86
12/07/2015 7:00,0.29,0.27,3.52,2.58
13/07/2015 7:00,0.25,0.26,3.07,2.90
14/07/2015 7:00,0.23,0.24,3.48,2.71
15/07/2015 7:00,0.25,0.26,3.10,2.66
16/07/2015 7:00,,,3.27,2.75
17/07/2015 7:00,0.30,0.29,2.88,2.53
18/07/2015 7:00,0.21,0.22,3.33,2.85
19/07/2015 7:00,0.26,0.26,3.22,2.83
20/07/2015 7:00,0.23,0.26,3.50,2.50
21/07/2015 7:00,0.22,0.28,3.47,2.42
22/07/2015 7:00,0.23,0.28,3.36,2.70
23/07/2015 7:00,,,3.89,2.59
24/07/2015 7:00,0.23,0.25,3.67,2.76
25/07/2015 7:00,0.18,0.24,3.42,2.87
26/07/2015 7:00,0.22,0.27,4.19,2.62
27/07/2015 7:00,0.23,0.27,3.14,2.56
28/07/2015 7:00,0.24,0.28,2.96,2.67
29/07/2015 7:00,0.23,0.26,3.23,2.73
30/07/2015 7:00,,,3.42,2.67
31/07/2015 7:00,0.27,0.29,3.47,2.53
01/08/2015 7:00,0.18,0.20,3.75,2.92
02/08/2015 7:00,0.24,0.28,3.11,2.89
03/08/2015 7:00,0.22,0.24,3.25,2.73
04/08/2015 7:00,0.23,0.26,3.43,2.56
05/08/2015 7:00,0.24,0.26,2.71,2.61
06/08/2015 7:00,,,3.86,3.00
07/08/2015 7:00,0.25,0.26,3.46,2.87
08/08/2015 7:00,0.17,0.21,3.63,3.01
09/08/2015 7:00,0.19,0.21,3.63,2.71
10/08/2015 7:00,0.17,0.19,3.06,2.74
11/08/2015 7:00,0.21,0.24,3.76,2.70
12/08/2015 7:00,0.26,0.30,3.77,2.71
13/08/2015 7:00,,,3.71,2.82
14/08/2015 7:00,0.28,0.27,3.52,2.55
15/08/2015 7:00,0.18,0.22,3.60,2.74
16/08/2015 7:00,0.22,0.25,3.34,2.77
17/08/2015 7:00,0.23,0.24,3.41,2.81
18/08/2015 7:00,0.25,0.27,3.52,3.11
19/08/2015 7:00,0.22,0.25,3.40,2.91
20/08/2015 7:00,,,3.81,3.13
21/08/2015 7:00,0.24,0.24,3.01,2.87
22/08/2015 7:00,0.17,0.18,3.75,3.29
23/08/2015 7:00,0.20,0.20,3.26,2.91
24/08/2015 7:00,0.24,0.26,3.67,2.95
25/08/2015 7:00,0.24,0.25,3.57,2.94
26/08/2015 7:00,0.24,0.27,3.24,2.93
27/08/2015 7:00,,,3.52,2.93
28/08/2015 7:00,0.24,0.25,3.40,2.73
29/08/2015 7:00,0.17,0.21,3.92,3.08
30/08/2015 7:00,0.25,0.29,3.18,2.98
31/08/2015 7:00,0.23,0.26,3.24,2.62
01/09/2015 7:00,0.23,0.23,2.92,2.86
02/09/2015 7:00,0.24,0.25,3.41,2.93
03/09/2015 7:00,,,3.08,2.89
04/09/2015 7:00,0.28,0.29,3.23,3.03
05/09/2015 7:00,0.20,0.22,3.21,3.09
06/09/2015 7:00,0.23,0.24,4.02,3.02
07/09/2015 7:00,0.23,0.25,3.03,2.87
08/09/2015 7:00,0.22,0.23,3.33,2.89
09/09/2015 7:00,0.23,0.25,2.98,2.88
10/09/2015 7:00,,,3.90,3.13
11/09/2015 7:00,,,2.83,2.61
12/09/2015 7:00,,,3.42,3.05
13/09/2015 7:00,,,3.23,3.06
14/09/2015 7:00,,,4.29,3.15
15/09/2015 7:00,0.22,0.24,3.42,3.01
16/09/2015 7:00,0.25,0.25,3.08,2.69
17/09/2015 7:00,,,3.56,3.17
18/09/2015 7:00,0.29,0.27,2.85,2.87
19/09/2015 7:00,0.19,0.22,3.25,3.04
20/09/2015 7:00,0.25,0.26,3.25,2.86
21/09/2015 7:00,,,3.62,3.02
22/09/2015 7:00,,,5.37,6.06
23/09/2015 7:00,,,4.49,3.74
24/09/2015 7:00,,,3.53,3.08
25/09/2015 7:00,,,3.30,3.35
26/09/2015 7:00,,,3.61,3.24
27/09/2015 7:00,,,3.77,3.15
28/09/2015 7:00,0.15,0.17,2.68,3.51
29/09/2015 7:00,0.22,0.24,3.37,3.26
30/09/2015 7:00,0.21,0.23,3.46,3.08
01/10/2015 7:00,,,3.63,3.40
02/10/2015 7:00,,,3.14,3.27
03/10/2015 7:00,,,3.52,3.51
04/10/2015 7:00,,,3.28,3.44
05/10/2015 7:00,0.25,0.23,3.54,3.60
06/10/2015 7:00,0.33,0.28,3.16,3.28
07/10/2015 7:00,0.29,0.26,3.07,3.06
08/10/2015 7:00,,,3.45,3.26
09/10/2015 7:00,0.29,0.27,3.33,3.37
10/10/2015 7:00,0.18,0.19,3.71,3.65
11/10/2015 7:00,0.29,0.29,3.51,3.10
12/10/2015 7:00,0.29,0.14,2.74,3.01
13/10/2015 7:00,0.32,0.15,2.67,3.22
14/10/2015 7:00,0.30,0.15,2.79,3.57
15/10/2015 7:00,,,3.07,4.09
16/10/2015 7:00,0.28,0.30,3.07,3.71
17/10/2015 7:00,0.21,0.24,3.01,4.16
18/10/2015 7:00,0.24,0.28,3.26,3.37
19/10/2015 7:00,0.23,0.27,3.12,3.16
20/10/2015 7:00,0.23,0.30,3.45,3.27
21/10/2015 7:00,0.25,0.30,3.24,3.29
22/10/2015 7:00,,,3.19,3.28
23/10/2015 7:00,0.25,0.31,3.15,3.13
24/10/2015 7:00,0.22,0.31,3.25,3.32
25/10/2015 7:00,0.31,0.37,3.12,3.40
26/10/2015 7:00,0.21,0.27,3.31,3.07
27/10/2015 7:00,0.30,0.25,2.85,3.36
28/10/2015 7:00,0.25,0.27,3.14,3.10
29/10/2015 7:00,,,2.79,2.94
30/10/2015 7:00,0.27,0.27,2.61,3.08
31/10/2015 7:00,0.18,0.25,3.35,3.17
01/11/2015 7:00,0.22,0.26,3.39,3.39
02/11/2015 7:00,0.23,0.26,3.29,3.56
03/11/2015 7:00,0.26,0.23,3.63,3.93
04/11/2015 7:00,0.24,0.22,2.64,3.90
05/11/2015 7:00,,,3.40,4.01
06/11/2015 7:00,0.34,0.26,2.57,3.06
07/11/2015 7:00,0.24,0.11,3.38,3.59
08/11/2015 7:00,0.29,0.13,2.91,5.24
09/11/2015 7:00,0.19,0.27,3.03,3.33
10/11/2015 7:00,0.21,0.32,3.16,3.47
11/11/2015 7:00,0.19,0.27,3.26,3.59
12/11/2015 7:00,,,3.71,3.63
13/11/2015 7:00,0.27,0.30,3.24,3.97
14/11/2015 7:00,0.27,0.36,3.45,3.85
15/11/2015 7:00,0.20,0.29,3.78,3.65
16/11/2015 7:00,0.22,0.28,3.44,3.78
17/11/2015 7:00,0.29,0.33,2.96,3.69
18/11/2015 7:00,0.22,0.33,3.38,3.73
19/11/2015 7:00,,,3.71,3.74
20/11/2015 7:00,0.26,0.28,3.22,4.16
21/11/2015 7:00,0.20,0.29,3.52,4.03
22/11/2015 7:00,0.23,0.28,2.93,4.15
23/11/2015 7:00,0.22,0.29,3.12,3.65
24/11/2015 7:00,0.20,0.30,3.41,3.68
25/11/2015 7:00,0.25,0.33,3.21,4.16
26/11/2015 7:00,,,3.15,3.54
27/11/2015 7:00,0.23,0.30,3.69,3.33
28/11/2015 7:00,0.15,0.25,4.17,3.47
29/11/2015 7:00,0.00,0.25,,4.44
30/11/2015 7:00,,0.30,,4.49
01/12/2015 7:00,0.13,0.23,5.09,3.96
02/12/2015 7:00,0.30,0.24,3.86,3.91
03/12/2015 7:00,,,4.03,3.93
04/12/2015 7:00,0.17,0.26,3.82,3.48
05/12/2015 7:00,0.18,0.27,4.37,3.63
06/12/2015 7:00,0.18,0.24,6.71,3.37
07/12/2015 7:00,0.23,0.27,4.60,3.81
08/12/2015 7:00,0.27,0.29,4.04,3.61
09/12/2015 7:00,0.23,0.25,3.63,3.56
10/12/2015 7:00,,,4.12,3.22
11/12/2015 7:00,0.31,0.23,3.75,2.83
12/12/2015 7:00,0.16,0.22,3.72,3.30
13/12/2015 7:00,0.21,0.24,2.80,2.79
14/12/2015 7:00,0.23,0.27,2.67,2.71
15/12/2015 7:00,0.19,0.23,2.89,2.31
16/12/2015 7:00,0.20,0.25,3.03,2.29
17/12/2015 7:00,,,2.45,2.37
18/12/2015 7:00,0.19,0.19,2.90,2.71
19/12/2015 7:00,0.24,0.25,4.03,3.02
20/12/2015 7:00,0.22,0.30,2.81,2.73
21/12/2015 7:00,0.27,0.27,2.65,3.29
22/12/2015 7:00,0.24,0.22,2.98,2.75
23/12/2015 7:00,,,3.02,2.95
24/12/2015 7:00,,,3.43,3.49
25/12/2015 7:00,,,2.71,3.10
26/12/2015 7:00,0.21,0.17,3.19,3.14
