Date,F_M - A,F_M - B,Sludge Age - A,Sludge Age - B
22/12/2018 7:00,0.19,0.20,4.70,3.83
23/12/2018 7:00,0.22,0.22,4.45,3.89
24/12/2018 7:00,0.22,0.24,4.37,4.52
25/12/2018 7:00,0.21,0.23,4.16,3.90
26/12/2018 7:00,0.24,0.25,4.08,4.10
27/12/2018 7:00,0.36,0.37,3.62,3.42
28/12/2018 7:00,0.29,0.31,4.30,3.54
29/12/2018 7:00,0.22,0.24,4.27,4.07
30/12/2018 7:00,0.25,0.26,4.20,3.66
31/12/2018 0:00,,,,
01/01/2019 0:00,0.30,0.32,4.07,4.07
02/01/2019 0:00,0.29,0.29,3.79,3.92
03/01/2019 0:00,0.27,0.28,4.35,4.20
04/01/2019 0:00,0.29,0.32,3.95,4.09
05/01/2019 0:00,0.25,0.28,3.96,4.01
06/01/2019 0:00,0.32,0.35,3.86,3.81
07/01/2019 0:00,0.22,0.21,3.53,3.70
08/01/2019 0:00,0.31,0.29,4.09,2.93
09/01/2019 0:00,0.33,0.22,4.18,2.76
10/01/2019 0:00,0.34,0.15,9.64,3.30
11/01/2019 0:00,0.33,0.14,19.11,3.02
12/01/2019 0:00,0.53,0.21,8.54,2.87
13/01/2019 0:00,0.41,0.21,14.86,3.51
14/01/2019 0:00,0.24,0.18,71.34,3.15
15/01/2019 0:00,0.27,0.26,4.99,2.98
16/01/2019 0:00,0.29,0.29,4.05,3.30
17/01/2019 0:00,0.26,0.26,4.75,3.91
18/01/2019 0:00,0.26,0.28,3.89,3.44
19/01/2019 0:00,0.27,0.29,4.69,3.64
20/01/2019 0:00,0.18,0.19,4.92,4.06
21/01/2019 0:00,0.24,0.25,4.92,4.18
22/01/2019 0:00,0.28,0.28,4.91,4.30
23/01/2019 0:00,0.26,0.26,4.95,3.72
24/01/2019 0:00,0.25,0.26,4.53,3.86
25/01/2019 0:00,0.28,0.28,4.34,3.83
26/01/2019 0:00,0.25,0.26,4.26,4.02
27/01/2019 0:00,0.26,0.28,4.97,3.87
28/01/2019 0:00,0.27,0.26,3.76,3.85
29/01/2019 0:00,0.23,0.26,3.69,3.46
30/01/2019 0:00,0.24,0.24,3.94,3.39
31/01/2019 0:00,0.24,0.24,5.11,4.08
01/02/2019 0:00,0.24,0.24,4.55,4.21
02/02/2019 0:00,0.24,0.26,4.62,4.49
03/02/2019 0:00,0.25,0.27,4.47,4.06
04/02/2019 0:00,0.24,0.24,4.33,4.65
05/02/2019 0:00,0.25,0.24,3.97,3.36
06/02/2019 0:00,0.29,0.29,4.27,3.61
07/02/2019 0:00,0.34,0.38,4.37,3.50
08/02/2019 0:00,0.31,0.30,3.90,3.74
09/02/2019 0:00,0.29,0.32,4.24,3.89
10/02/2019 0:00,0.28,0.28,3.87,3.95
11/02/2019 0:00,0.24,0.24,3.93,3.75
12/02/2019 0:00,0.25,0.23,4.04,3.74
13/02/2019 0:00,0.26,0.24,4.51,3.84
14/02/2019 0:00,0.26,0.23,4.58,3.92
15/02/2019 0:00,0.34,0.31,3.86,2.99
16/02/2019 0:00,0.24,0.27,3.82,2.79
17/02/2019 0:00,0.26,0.27,4.08,3.57
18/02/2019 0:00,0.22,0.24,4.18,3.68
19/02/2019 0:00,0.22,0.24,4.24,3.68
20/02/2019 0:00,0.28,0.28,3.73,3.82
21/02/2019 0:00,0.28,0.27,4.19,3.91
22/02/2019 0:00,0.31,0.30,4.06,3.71
23/02/2019 0:00,0.25,0.26,4.38,3.73
24/02/2019 0:00,0.23,0.24,3.84,3.77
25/02/2019 0:00,0.24,0.24,3.78,3.90
26/02/2019 0:00,0.21,0.23,3.98,4.05
27/02/2019 0:00,0.33,0.31,3.10,3.55
28/02/2019 0:00,0.33,0.31,3.25,3.57
01/03/2019 0:00,0.29,0.25,3.43,3.72
02/03/2019 0:00,0.23,0.23,3.91,3.88
03/03/2019 0:00,0.30,0.27,3.18,3.88
04/03/2019 0:00,0.27,0.24,3.48,3.72
05/03/2019 0:00,0.25,0.24,3.32,3.90
06/03/2019 0:00,0.26,0.24,3.41,3.90
07/03/2019 0:00,0.27,0.25,3.63,4.08
08/03/2019 0:00,0.29,0.24,4.24,4.25
09/03/2019 0:00,0.22,0.20,4.40,4.39
10/03/2019 0:00,0.23,0.25,4.34,3.82
11/03/2019 0:00,0.23,0.23,3.96,3.52
12/03/2019 0:00,0.24,0.22,4.42,3.96
13/03/2019 0:00,0.24,0.23,3.65,3.84
14/03/2019 0:00,0.31,0.34,3.76,3.18
15/03/2019 0:00,0.27,0.29,3.59,3.89
16/03/2019 0:00,0.25,0.28,3.16,3.55
17/03/2019 0:00,0.24,0.25,3.23,3.94
18/03/2019 0:00,0.26,0.25,3.35,4.04
19/03/2019 0:00,0.26,0.23,3.69,4.23
20/03/2019 0:00,0.27,0.26,3.69,4.28
21/03/2019 0:00,0.29,0.28,3.49,4.38
22/03/2019 0:00,0.25,0.26,3.14,4.18
23/03/2019 0:00,0.23,0.24,3.73,4.09
24/03/2019 0:00,0.31,0.34,3.53,3.75
25/03/2019 0:00,0.22,0.23,3.00,3.18
26/03/2019 0:00,0.23,0.23,3.88,4.19
27/03/2019 0:00,0.25,0.25,3.35,4.10
28/03/2019 0:00,0.24,0.25,4.01,4.71
29/03/2019 0:00,0.25,0.26,3.39,3.99
30/03/2019 0:00,0.24,0.22,3.38,4.69
31/03/2019 0:00,0.27,0.28,3.03,3.46
01/04/2019 0:00,0.27,0.26,3.01,3.61
02/04/2019 0:00,0.23,0.23,3.77,4.66
03/04/2019 0:00,0.27,0.27,3.51,4.20
04/04/2019 0:00,0.26,0.25,3.83,4.82
05/04/2019 0:00,0.30,0.28,3.25,3.84
06/04/2019 0:00,0.26,0.25,3.73,4.14
07/04/2019 0:00,0.30,0.29,3.33,3.83
08/04/2019 0:00,0.26,0.26,5.82,4.68
09/04/2019 0:00,0.27,0.28,3.68,3.58
10/04/2019 0:00,0.28,0.27,3.35,3.71
11/04/2019 0:00,0.27,0.28,3.45,3.82
12/04/2019 0:00,0.32,0.33,2.95,3.07
13/04/2019 0:00,0.26,0.26,3.50,3.59
14/04/2019 0:00,0.29,0.30,3.43,3.64
15/04/2019 0:00,0.27,0.26,3.48,4.21
16/04/2019 0:00,0.29,0.29,3.62,3.65
17/04/2019 0:00,0.30,0.31,3.51,3.66
18/04/2019 0:00,0.31,0.30,3.56,3.80
19/04/2019 0:00,0.31,0.33,3.34,3.44
20/04/2019 0:00,0.22,0.24,3.54,4.10
21/04/2019 0:00,0.28,0.28,3.60,3.60
22/04/2019 0:00,0.27,0.25,3.85,4.23
23/04/2019 0:00,0.29,0.27,3.72,3.97
24/04/2019 0:00,0.30,0.27,3.39,4.02
25/04/2019 0:00,0.31,0.31,3.74,3.45
26/04/2019 0:00,0.25,0.26,3.62,3.93
27/04/2019 0:00,0.28,0.27,3.23,3.60
28/04/2019 0:00,0.35,0.33,3.22,3.66
29/04/2019 0:00,0.32,0.31,3.18,3.53
30/04/2019 0:00,0.28,0.27,3.46,3.90
01/05/2019 0:00,0.28,0.29,3.94,3.92
02/05/2019 0:00,0.28,0.27,4.05,5.28
03/05/2019 0:00,0.31,0.32,3.36,3.66
04/05/2019 0:00,0.25,0.27,4.24,4.40
05/05/2019 0:00,0.31,0.32,3.77,3.93
06/05/2019 0:00,0.27,0.27,3.72,4.43
07/05/2019 0:00,0.27,0.26,3.69,4.43
08/05/2019 0:00,0.28,0.27,3.61,4.29
09/05/2019 0:00,0.25,0.25,3.60,4.37
10/05/2019 0:00,0.27,0.26,3.54,3.87
11/05/2019 0:00,0.24,0.22,3.69,4.24
12/05/2019 0:00,0.27,0.25,3.63,4.44
13/05/2019 0:00,0.22,0.20,3.85,4.21
14/05/2019 0:00,0.26,0.23,8.36,5.03
15/05/2019 0:00,0.25,0.24,8.76,4.56
16/05/2019 0:00,0.28,0.26,7.71,4.16
17/05/2019 0:00,0.28,0.28,3.46,3.91
18/05/2019 0:00,0.27,0.28,3.64,3.95
19/05/2019 0:00,0.32,0.30,3.42,3.61
20/05/2019 0:00,0.27,0.26,3.44,3.94
21/05/2019 0:00,0.27,0.26,3.72,3.92
22/05/2019 0:00,0.28,0.27,3.78,3.99
23/05/2019 0:00,0.28,0.29,4.06,3.74
24/05/2019 0:00,0.31,0.31,3.92,3.49
25/05/2019 0:00,0.23,0.25,5.00,4.17
26/05/2019 0:00,0.26,0.30,4.63,3.68
27/05/2019 0:00,0.23,0.27,4.16,3.71
28/05/2019 0:00,0.23,0.29,4.07,3.56
29/05/2019 0:00,0.27,0.30,3.76,3.88
30/05/2019 0:00,0.27,0.29,4.36,5.00
31/05/2019 0:00,0.31,0.32,3.46,3.59
01/06/2019 0:00,0.20,0.20,3.89,4.53
02/06/2019 0:00,0.27,0.30,3.80,4.01
03/06/2019 0:00,0.27,0.30,3.68,3.93
04/06/2019 0:00,0.25,0.27,3.52,3.83
05/06/2019 0:00,0.25,0.27,3.36,3.88
06/06/2019 0:00,0.27,0.27,3.18,4.05
07/06/2019 0:00,0.29,0.30,3.02,3.72
08/06/2019 0:00,0.21,0.24,3.37,4.16
09/06/2019 0:00,0.27,0.25,3.33,4.36
10/06/2019 0:00,0.31,0.30,3.46,4.05
11/06/2019 0:00,0.26,0.22,3.44,4.37
12/06/2019 0:00,0.29,0.26,3.14,3.89
13/06/2019 0:00,0.26,0.25,4.78,4.04
14/06/2019 0:00,0.30,0.27,3.60,3.76
15/06/2019 0:00,0.22,0.22,4.25,4.18
16/06/2019 0:00,0.26,0.25,3.74,4.02
17/06/2019 0:00,0.26,0.26,3.43,3.71
18/06/2019 0:00,0.24,0.25,4.02,3.79
19/06/2019 0:00,0.27,0.26,3.76,3.72
20/06/2019 0:00,0.26,0.26,4.58,4.02
21/06/2019 0:00,0.31,0.31,3.41,3.33
22/06/2019 0:00,0.26,0.26,3.40,3.87
23/06/2019 0:00,0.30,0.30,3.41,3.74
24/06/2019 0:00,0.30,0.27,3.68,3.68
25/06/2019 0:00,0.30,0.31,3.61,3.84
26/06/2019 0:00,0.26,0.30,3.91,3.84
27/06/2019 0:00,0.27,0.28,4.41,4.28
28/06/2019 0:00,0.30,0.32,3.72,4.00
29/06/2019 0:00,0.24,0.25,4.18,4.27
30/06/2019 0:00,0.28,0.28,3.96,4.36
01/07/2019 0:00,0.27,0.27,3.90,4.43
02/07/2019 0:00,0.29,0.28,4.19,4.35
03/07/2019 0:00,0.28,0.27,4.23,4.31
04/07/2019 0:00,0.29,0.29,4.17,4.16
05/07/2019 0:00,0.29,0.30,4.68,4.15
06/07/2019 0:00,0.23,0.24,4.93,4.34
07/07/2019 0:00,0.34,0.33,4.30,4.27
08/07/2019 0:00,0.27,0.25,4.44,4.50
09/07/2019 0:00,0.25,0.24,4.69,4.27
10/07/2019 0:00,0.25,0.25,4.88,4.42
11/07/2019 0:00,0.26,0.25,5.47,5.34
12/07/2019 0:00,0.28,0.31,4.14,3.67
13/07/2019 0:00,0.21,0.22,4.65,4.95
14/07/2019 0:00,0.27,0.27,4.33,5.19
15/07/2019 0:00,0.20,0.17,4.23,5.50
16/07/2019 0:00,0.23,0.21,4.17,4.73
17/07/2019 0:00,0.23,0.25,4.46,4.39
18/07/2019 0:00,0.26,0.26,4.21,4.47
19/07/2019 0:00,0.27,0.30,4.01,3.90
20/07/2019 0:00,0.21,0.23,4.98,4.10
21/07/2019 0:00,0.24,0.21,4.06,4.52
22/07/2019 0:00,0.23,0.26,4.45,3.74
23/07/2019 0:00,0.22,0.23,5.00,4.71
24/07/2019 0:00,0.25,0.27,4.28,4.12
25/07/2019 0:00,0.25,0.25,4.29,4.64
26/07/2019 0:00,0.28,0.29,4.69,4.78
27/07/2019 0:00,0.22,0.25,3.95,3.73
28/07/2019 0:00,0.29,0.32,4.17,3.99
29/07/2019 0:00,0.22,0.23,4.12,4.09
30/07/2019 0:00,0.22,0.25,4.45,4.20
31/07/2019 0:00,0.13,0.15,4.18,4.23
01/08/2019 0:00,0.15,0.17,3.77,3.51
02/08/2019 0:00,0.14,0.17,3.87,3.84
03/08/2019 0:00,0.24,0.25,3.63,4.02
04/08/2019 0:00,0.28,0.27,3.49,4.26
05/08/2019 0:00,0.26,0.29,3.50,3.61
06/08/2019 0:00,0.26,0.28,3.77,3.96
07/08/2019 0:00,0.25,0.25,3.54,4.04
08/08/2019 0:00,0.23,0.27,4.10,3.69
09/08/2019 0:00,0.23,0.26,3.96,3.87
10/08/2019 0:00,0.18,0.23,4.58,4.77
11/08/2019 0:00,0.23,0.26,4.27,4.42
12/08/2019 0:00,0.32,0.33,3.47,3.75
13/08/2019 0:00,0.25,0.26,3.83,4.30
14/08/2019 0:00,0.24,0.25,5.10,4.53
15/08/2019 0:00,0.23,0.23,4.15,4.76
16/08/2019 0:00,0.25,0.25,3.80,4.79
17/08/2019 0:00,0.23,0.23,4.23,5.11
18/08/2019 0:00,0.26,0.26,3.83,4.44
19/08/2019 0:00,0.25,0.25,3.93,4.30
20/08/2019 0:00,0.24,0.24,4.01,4.38
21/08/2019 0:00,0.24,0.24,3.91,4.21
22/08/2019 0:00,0.25,0.25,4.47,4.23
23/08/2019 0:00,0.25,0.26,3.81,4.09
24/08/2019 0:00,0.21,0.24,4.29,4.49
25/08/2019 0:00,0.26,0.27,3.93,4.43
26/08/2019 0:00,0.25,0.25,3.89,4.39
27/08/2019 0:00,0.25,0.26,3.94,4.05
28/08/2019 0:00,0.25,0.25,3.83,4.30
29/08/2019 0:00,0.26,0.26,3.98,4.20
30/08/2019 0:00,0.26,0.27,3.63,3.97
31/08/2019 0:00,0.25,0.25,4.07,4.45
01/09/2019 0:00,0.31,0.31,4.22,4.33
02/09/2019 0:00,0.18,0.19,3.85,4.14
03/09/2019 0:00,0.26,0.25,3.76,4.33
04/09/2019 0:00,0.27,0.27,4.09,4.55
05/09/2019 0:00,0.26,0.27,4.40,4.90
06/09/2019 0:00,0.29,0.30,4.15,3.70
07/09/2019 0:00,0.25,0.26,4.23,4.59
08/09/2019 0:00,0.28,0.30,4.11,4.40
09/09/2019 0:00,0.25,0.26,3.99,4.29
10/09/2019 0:00,0.26,0.26,4.02,4.26
11/09/2019 0:00,0.25,0.25,4.10,4.56
12/09/2019 0:00,0.25,0.24,3.53,4.83
13/09/2019 0:00,0.27,0.28,3.06,3.78
14/09/2019 0:00,0.22,0.24,4.10,4.49
15/09/2019 0:00,0.27,0.28,3.89,4.01
16/09/2019 0:00,0.26,0.27,3.97,4.17
17/09/2019 0:00,0.28,0.30,3.60,3.62
18/09/2019 0:00,0.26,0.29,4.02,4.14
19/09/2019 0:00,0.26,0.28,4.22,4.48
20/09/2019 0:00,0.30,0.32,3.69,3.75
21/09/2019 0:00,0.26,0.28,4.07,4.24
22/09/2019 0:00,0.29,0.27,3.97,4.65
23/09/2019 0:00,0.31,0.32,4.34,4.41
24/09/2019 0:00,0.29,0.30,4.09,4.56
25/09/2019 0:00,0.29,0.30,4.12,4.55
26/09/2019 0:00,0.30,0.32,4.02,4.32
27/09/2019 0:00,0.28,0.31,4.41,4.74
28/09/2019 0:00,0.26,0.28,4.47,4.80
29/09/2019 0:00,0.29,0.31,4.25,4.92
30/09/2019 0:00,0.21,0.23,4.37,5.17
01/10/2019 0:00,0.26,0.27,4.14,4.44
02/10/2019 0:00,0.29,0.28,3.69,4.97
03/10/2019 0:00,0.30,0.30,3.88,5.03
04/10/2019 0:00,0.32,0.33,3.85,4.90
05/10/2019 0:00,0.25,0.25,3.55,4.10
06/10/2019 0:00,0.28,0.27,3.91,4.73
07/10/2019 0:00,0.27,0.26,4.09,4.92
08/10/2019 0:00,0.28,0.28,3.92,4.82
09/10/2019 0:00,0.15,0.15,7.62,8.91
10/10/2019 0:00,0.21,0.19,4.31,5.17
11/10/2019 0:00,0.20,0.20,4.75,5.17
12/10/2019 0:00,0.17,0.16,5.03,5.44
13/10/2019 0:00,0.21,0.20,4.63,4.87
14/10/2019 0:00,0.19,0.18,3.95,4.48
15/10/2019 0:00,0.28,0.27,4.04,4.13
16/10/2019 0:00,0.27,0.24,4.17,4.41
17/10/2019 0:00,0.26,0.25,4.25,4.11
18/10/2019 0:00,0.27,0.28,4.25,3.73
19/10/2019 0:00,0.24,0.25,4.21,3.81
20/10/2019 0:00,0.27,0.28,4.05,3.85
21/10/2019 0:00,0.23,0.24,3.95,4.35
22/10/2019 0:00,0.28,0.29,3.99,4.24
23/10/2019 0:00,0.27,0.27,4.01,4.52
24/10/2019 0:00,0.27,0.27,4.12,4.04
25/10/2019 0:00,0.31,0.30,3.45,3.92
26/10/2019 0:00,0.26,0.27,3.59,3.71
27/10/2019 0:00,0.29,0.29,4.30,4.08
28/10/2019 0:00,0.28,0.27,3.77,4.06
29/10/2019 0:00,0.28,0.28,3.86,3.93
30/10/2019 0:00,0.27,0.27,3.97,3.89
31/10/2019 0:00,0.27,0.27,4.49,4.55
01/11/2019 0:00,0.30,0.29,3.44,4.08
02/11/2019 0:00,0.28,0.28,3.92,4.25
03/11/2019 0:00,0.29,0.29,4.02,4.07
04/11/2019 0:00,0.27,0.28,4.35,4.25
05/11/2019 0:00,0.26,0.27,4.13,4.20
06/11/2019 0:00,0.28,0.30,3.81,3.45
07/11/2019 0:00,0.27,0.30,3.97,4.14
08/11/2019 0:00,0.27,0.30,3.63,4.06
09/11/2019 0:00,0.23,0.26,3.70,3.80
10/11/2019 0:00,0.24,0.28,3.97,4.52
11/11/2019 0:00,0.25,0.27,3.72,5.59
12/11/2019 0:00,0.28,0.29,3.43,4.87
13/11/2019 0:00,0.26,0.26,3.62,4.76
14/11/2019 0:00,0.25,0.26,4.25,4.62
15/11/2019 0:00,0.28,0.30,3.47,4.35
16/11/2019 0:00,0.21,0.22,3.13,3.64
17/11/2019 0:00,0.29,0.29,3.50,4.05
18/11/2019 0:00,0.29,0.28,3.40,4.14
19/11/2019 0:00,0.27,0.27,4.17,4.62
20/11/2019 0:00,0.13,0.13,3.96,5.04
21/11/2019 0:00,0.25,0.24,5.01,4.55
22/11/2019 0:00,0.28,0.28,3.94,4.42
23/11/2019 0:00,0.28,0.29,3.66,4.91
24/11/2019 0:00,0.29,0.29,3.95,4.45
25/11/2019 0:00,0.28,0.27,3.78,4.41
26/11/2019 0:00,0.28,0.28,3.81,4.11
27/11/2019 0:00,0.23,0.22,3.69,4.35
28/11/2019 0:00,0.22,0.22,3.71,4.40
29/11/2019 0:00,0.16,0.22,5.28,4.67
30/11/2019 0:00,0.27,0.29,4.09,4.15
01/12/2019 0:00,0.31,0.31,3.90,4.27
02/12/2019 0:00,0.25,0.26,3.62,3.87
03/12/2019 0:00,0.25,0.25,3.63,4.14
04/12/2019 0:00,0.34,0.34,4.03,4.76
05/12/2019 0:00,0.31,0.32,2.88,3.77
06/12/2019 0:00,0.29,0.30,3.37,3.76
07/12/2019 0:00,0.26,0.26,3.40,4.27
08/12/2019 0:00,0.31,0.33,3.44,3.84
09/12/2019 0:00,0.33,0.33,3.30,3.80
10/12/2019 0:00,0.27,0.29,3.48,3.71
11/12/2019 0:00,0.27,0.27,3.54,3.95
12/12/2019 0:00,0.34,0.34,3.44,3.82
13/12/2019 0:00,0.42,0.45,2.98,3.48
14/12/2019 0:00,0.50,0.51,3.63,4.41
15/12/2019 0:00,0.38,0.31,3.41,4.60
16/12/2019 0:00,0.29,0.27,3.15,3.75
17/12/2019 0:00,0.29,0.27,3.20,3.83
18/12/2019 0:00,0.34,0.32,3.44,3.85
19/12/2019 0:00,0.33,0.32,3.65,4.18
20/12/2019 0:00,0.34,0.35,4.03,3.76
21/12/2019 0:00,0.29,0.29,4.18,4.39
22/12/2019 0:00,0.31,0.31,3.67,3.82
23/12/2019 0:00,0.29,0.29,3.65,3.83
24/12/2019 0:00,0.31,0.31,4.10,3.87
25/12/2019 0:00,0.33,0.34,3.22,3.67
26/12/2019 0:00,0.45,0.44,2.99,3.30
27/12/2019 0:00,0.45,0.50,2.87,3.03
28/12/2019 0:00,0.29,0.31,3.06,3.62
29/12/2019 0:00,0.35,0.35,3.33,3.41
30/12/2019 0:00,0.32,0.32,4.04,3.88
31/12/2019 0:00,0.33,0.31,3.46,3.81
01/01/2020 0:00,0.25,0.23,5.24,5.97
02/01/2020 0:00,0.26,0.26,3.93,3.95
03/01/2020 0:00,0.25,0.27,3.63,3.62
04/01/2020 0:00,0.22,0.21,3.72,4.00
05/01/2020 0:00,0.29,0.27,3.05,3.32
06/01/2020 0:00,0.28,0.30,4.24,3.82
07/01/2020 0:00,0.22,0.23,3.71,3.84
08/01/2020 0:00,0.30,0.31,3.31,3.42
09/01/2020 0:00,0.34,0.37,3.07,2.83
10/01/2020 0:00,0.31,0.28,2.91,3.38
11/01/2020 0:00,0.24,0.25,3.88,4.02
12/01/2020 0:00,0.27,0.29,3.78,3.75
13/01/2020 0:00,0.23,0.24,3.87,4.17
14/01/2020 0:00,0.24,0.25,3.53,3.89
15/01/2020 0:00,0.25,0.26,3.58,3.79
16/01/2020 0:00,0.24,0.27,3.24,3.68
17/01/2020 0:00,0.29,0.29,3.21,4.11
18/01/2020 0:00,0.28,0.27,3.01,3.68
19/01/2020 0:00,0.25,0.26,,3.09
20/01/2020 0:00,0.18,0.19,,4.78
21/01/2020 0:00,0.21,0.24,4.21,3.75
22/01/2020 0:00,0.22,0.25,3.07,3.37
23/01/2020 0:00,0.20,0.21,3.25,3.83
24/01/2020 0:00,0.22,0.23,2.55,3.69
25/01/2020 0:00,0.23,0.25,3.53,4.62
26/01/2020 0:00,0.25,0.27,3.11,4.15
27/01/2020 0:00,0.25,0.23,3.39,4.21
28/01/2020 0:00,0.25,0.24,2.82,3.43
29/01/2020 0:00,0.26,0.23,2.72,3.24
30/01/2020 0:00,0.27,0.22,3.38,3.45
31/01/2020 0:00,0.31,0.30,2.54,2.91
01/02/2020 0:00,0.32,0.31,2.69,3.11
02/02/2020 0:00,0.30,0.34,2.82,2.90
03/02/2020 0:00,0.27,0.29,3.61,2.98
04/02/2020 0:00,0.21,0.24,3.66,3.23
05/02/2020 0:00,0.17,0.19,3.66,3.64
06/02/2020 0:00,0.17,0.17,3.68,3.77
07/02/2020 0:00,0.25,0.24,3.18,3.47
08/02/2020 0:00,0.23,0.20,2.95,3.76
09/02/2020 0:00,0.22,0.19,3.39,4.12
10/02/2020 0:00,0.25,0.25,3.37,2.83
11/02/2020 0:00,0.30,0.24,2.93,3.61
12/02/2020 0:00,0.27,0.29,2.82,2.51
13/02/2020 0:00,0.24,0.24,3.10,2.98
14/02/2020 0:00,0.24,0.28,3.59,2.69
15/02/2020 0:00,0.25,0.25,3.16,3.19
16/02/2020 0:00,0.27,0.28,2.86,3.12
17/02/2020 0:00,0.27,0.27,2.77,3.22
18/02/2020 0:00,0.26,0.26,2.68,2.78
19/02/2020 0:00,0.33,0.33,2.60,2.54
20/02/2020 0:00,0.30,0.27,2.76,3.42
21/02/2020 0:00,0.30,0.31,3.14,3.01
22/02/2020 0:00,0.25,0.24,2.80,3.43
23/02/2020 0:00,0.26,0.26,2.73,3.62
24/02/2020 0:00,0.27,0.26,2.71,4.55
25/02/2020 0:00,0.27,0.25,2.88,3.72
26/02/2020 0:00,0.28,0.27,2.80,2.98
27/02/2020 0:00,0.29,0.29,3.69,2.96
28/02/2020 0:00,0.29,0.31,4.21,3.52
29/02/2020 0:00,0.27,0.28,4.10,3.87
01/03/2020 0:00,0.28,0.28,3.92,4.08
02/03/2020 0:00,0.28,0.28,2.69,3.08
03/03/2020 0:00,0.29,0.31,2.77,2.78
04/03/2020 0:00,0.28,0.31,2.76,2.67
05/03/2020 0:00,0.30,0.31,3.09,2.79
06/03/2020 0:00,0.33,0.31,2.59,3.24
07/03/2020 0:00,0.26,0.27,3.14,3.46
08/03/2020 0:00,0.28,0.32,3.23,2.94
09/03/2020 0:00,0.29,0.30,2.98,3.40
10/03/2020 0:00,0.27,0.29,3.26,3.24
11/03/2020 0:00,0.28,0.29,3.08,2.87
12/03/2020 0:00,0.32,0.33,3.65,2.68
13/03/2020 0:00,0.35,0.37,2.65,3.54
14/03/2020 0:00,0.20,0.20,2.92,2.96
15/03/2020 0:00,0.26,0.26,2.98,2.72
16/03/2020 0:00,0.24,0.26,3.09,2.89
17/03/2020 0:00,0.28,0.30,3.01,2.91
18/03/2020 0:00,0.27,0.30,2.84,2.61
19/03/2020 0:00,0.30,0.28,2.79,2.89
20/03/2020 0:00,0.33,0.36,3.14,2.77
21/03/2020 0:00,0.31,0.28,2.75,2.80
22/03/2020 0:00,0.30,0.29,2.93,2.81
23/03/2020 0:00,0.30,0.30,3.17,3.03
24/03/2020 0:00,0.27,0.27,3.31,3.18
25/03/2020 0:00,0.27,0.25,3.22,3.35
26/03/2020 0:00,0.27,0.26,3.28,3.36
27/03/2020 0:00,0.27,0.30,3.25,2.82
28/03/2020 0:00,0.25,0.24,3.09,3.05
29/03/2020 0:00,0.29,0.26,3.01,3.02
30/03/2020 0:00,0.26,0.29,3.09,2.75
31/03/2020 0:00,0.25,0.26,3.15,3.16
01/04/2020 0:00,0.23,0.27,3.49,3.11
02/04/2020 0:00,0.26,0.28,3.39,3.19
03/04/2020 0:00,0.23,0.26,4.04,3.68
04/04/2020 0:00,0.20,0.24,4.15,3.65
05/04/2020 0:00,0.23,0.27,3.83,3.46
06/04/2020 0:00,0.24,0.24,3.54,3.70
07/04/2020 0:00,0.24,0.26,3.65,3.54
08/04/2020 0:00,0.23,0.25,3.83,3.58
09/04/2020 0:00,0.17,0.18,4.44,4.66
10/04/2020 0:00,0.21,0.26,4.29,3.90
11/04/2020 0:00,0.21,0.22,3.88,3.94
12/04/2020 0:00,0.25,0.26,3.64,4.32
13/04/2020 0:00,0.20,0.20,3.83,4.76
14/04/2020 0:00,0.25,0.29,3.98,4.20
15/04/2020 0:00,0.19,0.23,4.29,4.43
16/04/2020 0:00,0.25,0.29,3.67,3.07
17/04/2020 0:00,0.24,0.24,3.88,3.86
18/04/2020 0:00,0.20,0.21,4.30,3.83
19/04/2020 0:00,0.21,0.23,4.17,3.62
20/04/2020 0:00,0.26,0.26,3.77,4.08
21/04/2020 0:00,0.27,0.27,3.69,3.80
22/04/2020 0:00,0.25,0.27,3.73,3.41
23/04/2020 0:00,0.27,0.28,3.38,3.42
24/04/2020 0:00,0.28,0.29,3.36,3.62
25/04/2020 0:00,0.25,0.26,3.46,3.87
26/04/2020 0:00,0.28,0.29,3.18,3.52
27/04/2020 0:00,0.26,0.29,3.31,3.47
28/04/2020 0:00,0.27,0.27,3.26,3.83
29/04/2020 0:00,0.23,0.25,3.72,3.62
30/04/2020 0:00,0.22,0.25,3.85,3.64
01/05/2020 0:00,0.26,0.26,3.36,3.53
02/05/2020 0:00,0.20,0.23,3.81,3.51
03/05/2020 0:00,0.25,0.29,3.43,3.02
04/05/2020 0:00,0.24,0.24,3.35,3.52
05/05/2020 0:00,0.08,0.08,3.35,3.53
06/05/2020 0:00,0.26,0.23,3.76,3.85
07/05/2020 0:00,0.26,0.22,3.95,3.99
08/05/2020 0:00,0.25,0.25,4.40,3.51
09/05/2020 0:00,0.19,0.21,4.83,3.64
10/05/2020 0:00,0.23,0.23,4.35,3.46
11/05/2020 0:00,0.26,0.27,3.87,3.44
12/05/2020 0:00,0.28,0.29,3.66,3.39
13/05/2020 0:00,0.26,0.29,3.93,3.44
14/05/2020 0:00,0.29,0.32,3.83,3.40
15/05/2020 0:00,0.31,0.35,3.60,3.38
16/05/2020 0:00,0.25,0.28,3.95,3.69
17/05/2020 0:00,0.26,0.32,3.97,3.66
18/05/2020 0:00,0.22,0.24,3.90,3.87
19/05/2020 0:00,0.23,0.23,3.91,4.30
20/05/2020 0:00,0.24,0.27,3.77,4.10
21/05/2020 0:00,0.24,0.26,3.83,4.29
